ticker,date,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Short Term Debt Payments,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Depreciation Amortization Depletion,Depreciation And Amortization,Net Income From Continuing Operations,Interest Paid Supplemental Data,Effect Of Exchange Rate Changes,Preferred Stock Dividend Paid,Net Business Purchase And Sale,Sale Of Business,Sale Of PPE,Change In Other Working Capital,Unrealized Gain Loss On Investment Securities,Asset Impairment Charge,Operating Gains Losses,Gain Loss On Investment Securities,Short Term Debt Issuance,Purchase Of Business,Change In Accrued Expense,Deferred Tax,Deferred Income Tax,Issuance Of Capital Stock,Common Stock Issuance,Capital Expenditure Reported,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Sale Of Business,Net Preferred Stock Issuance,Preferred Stock Payments,Preferred Stock Issuance,Earnings Losses From Equity Investments,Proceeds From Stock Option Exercised,Dividends Received Cfi,Amortization Of Securities,Net Foreign Currency Exchange Gain Loss,Change In Prepaid Assets,Cash From Discontinued Operating Activities,Dividend Received Cfo,Change In Tax Payable,Change In Income Tax Payable,Depletion,Excess Tax Benefit From Stock Based Compensation,Provisionand Write Offof Assets,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Taxes Refund Paid,Other Cash Adjustment Outside Changein Cash,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Pension And Employee Benefit Expense,Cash Flow From Discontinued Operation,Interest Received Cfo,Interest Paid Cfo,Change In Interest Payable,Gain Loss On Sale Of PPE
BAC,2025-06-30,-9132000000.0,-5302000000.0,-19631000000.0,23286000000.0,,,266011000000.0,273579000000.0,-10991000000.0,55059000000.0,55059000000.0,63000000.0,-2200000000.0,,-5302000000.0,-5302000000.0,10076000000.0,6421000000.0,,3655000000.0,-19631000000.0,23286000000.0,-56918000000.0,-56918000000.0,-1463000000.0,12478000000.0,64041000000.0,-51563000000.0,,,-9132000000.0,-9132000000.0,-19023000000.0,,-23385000000.0,17760000000.0,,,,,,-272000000.0,1015000000.0,571000000.0,571000000.0,7116000000.0,,3423000000.0,,,,,-14879000000.0,,,18000000.0,18000000.0,,,17760000000.0,-88000000.0,-88000000.0,,,,,,,,2996000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC,2025-03-31,-2184000000.0,-7190000000.0,-16333000000.0,33640000000.0,,,273579000000.0,290114000000.0,-18362000000.0,72832000000.0,72832000000.0,-1221000000.0,-2552000000.0,,-4521000000.0,-4521000000.0,15386000000.0,-1921000000.0,,17307000000.0,-16333000000.0,33640000000.0,-89010000000.0,-89010000000.0,-799000000.0,-17298000000.0,54777000000.0,-72075000000.0,,,-2184000000.0,-2184000000.0,-12385000000.0,,4165000000.0,-8179000000.0,,,,,,16000000.0,999000000.0,565000000.0,565000000.0,7396000000.0,,1827000000.0,,,,,-10970000000.0,,,2000000.0,2000000.0,,,-8179000000.0,-172000000.0,-172000000.0,,,,,,,,-2669000000.0,-2669000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC,2024-12-31,25914000000.0,-4935000000.0,-17700000000.0,14090000000.0,,,290114000000.0,295589000000.0,-1444000000.0,-36768000000.0,-36768000000.0,186000000.0,-2275000000.0,,-3535000000.0,-3535000000.0,1341000000.0,4951000000.0,,-3610000000.0,-17700000000.0,14090000000.0,9410000000.0,9410000000.0,-1282000000.0,-32499000000.0,46226000000.0,-78725000000.0,,,25914000000.0,25914000000.0,13815000000.0,,15765000000.0,-13131000000.0,,,,,,2991000000.0,891000000.0,559000000.0,559000000.0,6665000000.0,,-4031000000.0,,,,,11181000000.0,,,23000000.0,23000000.0,,,-13131000000.0,-506000000.0,-506000000.0,,,,,,,,-1400000000.0,-1400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC,2024-09-30,-37276000000.0,-5534000000.0,-16569000000.0,12220000000.0,,,295589000000.0,320632000000.0,-27755000000.0,36779000000.0,36779000000.0,150000000.0,-2493000000.0,,-3534000000.0,-3534000000.0,-5057000000.0,-708000000.0,,-4349000000.0,-16569000000.0,12220000000.0,-27258000000.0,-27258000000.0,-1031000000.0,-5742000000.0,66689000000.0,-72431000000.0,,,-37276000000.0,-37276000000.0,-44633000000.0,,-21592000000.0,8398000000.0,,,,,,-2177000000.0,832000000.0,549000000.0,549000000.0,6896000000.0,,2712000000.0,,,,,-31439000000.0,,,20000000.0,20000000.0,,,8398000000.0,-345000000.0,-345000000.0,,,,,,,,-2000000000.0,-2000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC,2024-06-30,18096000000.0,-5389000000.0,-19535000000.0,14711000000.0,,,320632000000.0,313404000000.0,8273000000.0,-8300000000.0,-8300000000.0,152000000.0,-2216000000.0,,-3535000000.0,-3535000000.0,-3290000000.0,1534000000.0,,-4824000000.0,-19535000000.0,14711000000.0,-1523000000.0,-1523000000.0,-1018000000.0,30778000000.0,112807000000.0,-82029000000.0,,,18096000000.0,18096000000.0,7760000000.0,,7361000000.0,-724000000.0,,,,,,960000000.0,845000000.0,543000000.0,543000000.0,6897000000.0,,-1045000000.0,,,,,-1451000000.0,,,-4000000.0,-4000000.0,,,-724000000.0,-371000000.0,-371000000.0,,,,,,,,-1854000000.0,-1854000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC,2023-12-31,18096000000.0,-5389000000.0,-19535000000.0,14711000000.0,,,320632000000.0,313404000000.0,8273000000.0,-8300000000.0,-8300000000.0,152000000.0,-2216000000.0,,-3535000000.0,-3535000000.0,-3290000000.0,1534000000.0,,-4824000000.0,-19535000000.0,14711000000.0,-1523000000.0,-1523000000.0,-1018000000.0,30778000000.0,112807000000.0,-82029000000.0,,,18096000000.0,18096000000.0,7760000000.0,,7361000000.0,-724000000.0,,,,,,960000000.0,845000000.0,543000000.0,543000000.0,6897000000.0,,-1045000000.0,,,,,-1451000000.0,,,-4000000.0,-4000000.0,,,-724000000.0,-371000000.0,-371000000.0,0.0,,,,,,,-1854000000.0,-1854000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
BATRK,2025-06-30,-25014000.0,,-1166000.0,3007000.0,-16884000.0,,153621000.0,266991000.0,-113370000.0,3348000.0,3348000.0,-3743000.0,,,,,1841000.0,,,1841000.0,-1166000.0,3007000.0,-108588000.0,-108588000.0,2005000.0,,,,,,-8130000.0,-8130000.0,-66141000.0,,-37262000.0,-28879000.0,-28879000.0,,,,,7011000.0,2646000.0,21271000.0,21271000.0,29494000.0,,,,,,,,,,-9232000.0,1381000.0,,,,6821000.0,6821000.0,,,-16884000.0,,,,,,,,-10613000.0,,,,,,,,,,,,,,,,,,,,,,,,
BATRK,2025-03-31,76254000.0,,-4536000.0,85502000.0,-19516000.0,,266991000.0,112599000.0,154392000.0,80139000.0,80139000.0,-827000.0,,,,,80966000.0,,,80966000.0,-4536000.0,85502000.0,-21517000.0,-21517000.0,-2001000.0,,,,,,95770000.0,95770000.0,130479000.0,,6717000.0,123762000.0,123762000.0,,,,,2155000.0,2646000.0,13257000.0,13257000.0,-41391000.0,,,,,,,,,,1206000.0,1528000.0,,,,-12582000.0,-12582000.0,,,-19516000.0,,,,,,,,-322000.0,,,,,,,,,,,,,,,,,,,,,,,,
BATRK,2024-12-31,16812000.0,,-63131000.0,38547000.0,-12091000.0,,112599000.0,116020000.0,-3421000.0,-20232000.0,-20232000.0,4352000.0,,,,,-24584000.0,,,-24584000.0,-63131000.0,38547000.0,-12092000.0,-12092000.0,333000.0,,,,,,28903000.0,28903000.0,25291000.0,,26712000.0,-1421000.0,-1421000.0,,,,,28853000.0,2730000.0,12160000.0,12160000.0,-19125000.0,,,,,,,,,,-22620000.0,-6559000.0,,,,1614000.0,1614000.0,,,-12091000.0,,,,,,,,-16061000.0,,,,,,,,,,,,,,,,,,,,,,,,
BATRK,2024-09-30,-85514000.0,,-34497000.0,72938000.0,-16490000.0,,116020000.0,161356000.0,-45336000.0,39798000.0,39798000.0,330000.0,,,,,38441000.0,,,38441000.0,-34497000.0,72938000.0,-16110000.0,-16110000.0,-334000.0,,,,,,-69024000.0,-69024000.0,-94880000.0,,-33965000.0,-60915000.0,-60915000.0,,,,,-3960000.0,6365000.0,18678000.0,18678000.0,10020000.0,,,,,,,,,,2854000.0,4004000.0,,,,-8101000.0,-8101000.0,,,-16490000.0,,,,,,,,-1150000.0,,,,,,,,,,,,,,,,,,,,,,,,
BATRK,2024-06-30,-64102000.0,,-769000.0,19616000.0,-29790000.0,,161356000.0,209017000.0,-47661000.0,17161000.0,17161000.0,-659000.0,,,,,18847000.0,,,18847000.0,-769000.0,19616000.0,-30510000.0,-30510000.0,-6000.0,,,,,,-34312000.0,-34312000.0,-67834000.0,,-19765000.0,-48069000.0,-48069000.0,,,,,4200000.0,3705000.0,17109000.0,17109000.0,29109000.0,,,,,,,,,,-11028000.0,594000.0,,,,-9573000.0,-9573000.0,,,-29790000.0,,,,,,,,-11622000.0,,,,,,,,,,,,,,,,,,,,,,,,
BATRK,2023-12-31,-64102000.0,,-769000.0,19616000.0,-29790000.0,,161356000.0,209017000.0,-47661000.0,17161000.0,17161000.0,-659000.0,,,,,18847000.0,,,18847000.0,-769000.0,19616000.0,-30510000.0,-30510000.0,-6000.0,,,,,,-34312000.0,-34312000.0,-67834000.0,,-19765000.0,-48069000.0,-48069000.0,,,,,4200000.0,3705000.0,17109000.0,17109000.0,29109000.0,,,,0.0,,,,0.0,5104000.0,-11028000.0,594000.0,,0.0,,-9573000.0,-9573000.0,,,-29790000.0,,,,,,,,-11622000.0,,,,,,,,,,,,,,,,,,,,,,,,
C,2025-06-30,-38334000000.0,-3999000000.0,-23240000000.0,37886000000.0,-1755000000.0,1653000000.0,337473000000.0,308331000000.0,20544000000.0,7089000000.0,7089000000.0,-16000000.0,-1328000000.0,,-1999000000.0,-1999000000.0,21067000000.0,6421000000.0,,14646000000.0,-23240000000.0,37886000000.0,50034000000.0,50034000000.0,919000000.0,12268000000.0,78454000000.0,-66186000000.0,5000000.0,,-36579000000.0,-36579000000.0,-35573000000.0,2605000000.0,-5521000000.0,,,,,,,-9309000000.0,,1097000000.0,1097000000.0,4019000000.0,19895000000.0,8598000000.0,,,,5000000.0,-28703000000.0,,,87000000.0,-138000000.0,,,,228000000.0,228000000.0,0.0,,-1755000000.0,,,,,-2000000000.0,-2000000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C,2025-03-31,-60225000000.0,-3251000000.0,-23093000000.0,29612000000.0,-1517000000.0,1514000000.0,308331000000.0,276532000000.0,27285000000.0,184976000000.0,184976000000.0,-754000000.0,-1323000000.0,,-1751000000.0,-1751000000.0,7153000000.0,634000000.0,,6519000000.0,-23093000000.0,29612000000.0,-98983000000.0,-98983000000.0,-541000000.0,29721000000.0,108588000000.0,-78867000000.0,11000000.0,,-58708000000.0,-58708000000.0,-62019000000.0,-2168000000.0,-3067000000.0,,,,,,,-4456000000.0,,1050000000.0,1050000000.0,4065000000.0,19389000000.0,4514000000.0,,,,11000000.0,-55928000000.0,,,-63000000.0,-121000000.0,,,,-8000000.0,-8000000.0,1995000000.0,,-1517000000.0,,,,,495000000.0,-1500000000.0,1995000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
C,2024-12-31,23108000000.0,-968000000.0,-25428000000.0,20912000000.0,-1688000000.0,1334000000.0,276532000000.0,303094000000.0,-14761000000.0,-47306000000.0,-47306000000.0,-6000000.0,-1314000000.0,,-968000000.0,-968000000.0,2649000000.0,7165000000.0,,-4516000000.0,-25428000000.0,20912000000.0,7749000000.0,7749000000.0,664000000.0,5136000000.0,79437000000.0,-74301000000.0,21000000.0,,24796000000.0,24796000000.0,7528000000.0,-29000000.0,301000000.0,,,,,,,10901000000.0,,1019000000.0,1019000000.0,2856000000.0,20875000000.0,-11801000000.0,,0.0,,21000000.0,4821000000.0,,,221000000.0,-118000000.0,,0.0,,-322000000.0,-322000000.0,1496000000.0,,-1688000000.0,,,,0.0,1496000000.0,0.0,1496000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
C,2024-09-30,-18235000000.0,-4232000000.0,-18284000000.0,30080000000.0,-1561000000.0,1283000000.0,303094000000.0,246134000000.0,50105000000.0,15391000000.0,15391000000.0,-5000000.0,-1342000000.0,,-982000000.0,-982000000.0,14442000000.0,2646000000.0,,11796000000.0,-18284000000.0,30080000000.0,51388000000.0,51388000000.0,1021000000.0,23675000000.0,80004000000.0,-56329000000.0,27000000.0,,-16674000000.0,-16674000000.0,-17951000000.0,-1193000000.0,-2799000000.0,,,,,,,-5070000000.0,,1081000000.0,1081000000.0,3239000000.0,22973000000.0,6855000000.0,,0.0,,27000000.0,-12029000000.0,,,-27000000.0,-72000000.0,,0.0,,-621000000.0,-621000000.0,1495000000.0,,-1561000000.0,,,,0.0,-1755000000.0,-3250000000.0,1495000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
C,2024-06-30,-18604000000.0,-1361000000.0,-29108000000.0,27671000000.0,-1644000000.0,1724000000.0,246134000000.0,272730000000.0,-23431000000.0,-18740000000.0,-18740000000.0,-10000000.0,-1252000000.0,,-111000000.0,-111000000.0,5347000000.0,6784000000.0,,-1437000000.0,-29108000000.0,27671000000.0,12269000000.0,12269000000.0,254000000.0,3215000000.0,66695000000.0,-63480000000.0,12000000.0,,-16960000000.0,-16960000000.0,-26546000000.0,-2198000000.0,-531000000.0,,,,,,,3403000000.0,,1101000000.0,1101000000.0,3217000000.0,22064000000.0,-3165000000.0,,0.0,,12000000.0,-22950000000.0,,,-6000000.0,-23000000.0,,0.0,,-605000000.0,-605000000.0,1743000000.0,,-1644000000.0,,,,0.0,493000000.0,-1250000000.0,1743000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
C,2024-03-31,-18604000000.0,-1361000000.0,-29108000000.0,27671000000.0,-1644000000.0,1724000000.0,246134000000.0,272730000000.0,-23431000000.0,-18740000000.0,-18740000000.0,-10000000.0,-1252000000.0,,-111000000.0,-111000000.0,5347000000.0,6784000000.0,,-1437000000.0,-29108000000.0,27671000000.0,12269000000.0,12269000000.0,254000000.0,3215000000.0,66695000000.0,-63480000000.0,12000000.0,,-16960000000.0,-16960000000.0,-26546000000.0,-2198000000.0,-531000000.0,,,,,,,3403000000.0,,1101000000.0,1101000000.0,3217000000.0,22064000000.0,-3165000000.0,,0.0,,12000000.0,-22950000000.0,,,-6000000.0,-23000000.0,,0.0,,-605000000.0,-605000000.0,1743000000.0,,-1644000000.0,,,,0.0,493000000.0,-1250000000.0,1743000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
C,2023-12-31,-18604000000.0,-1361000000.0,-29108000000.0,27671000000.0,-1644000000.0,1724000000.0,246134000000.0,272730000000.0,-23431000000.0,-18740000000.0,-18740000000.0,-10000000.0,-1252000000.0,,-111000000.0,-111000000.0,5347000000.0,6784000000.0,,-1437000000.0,-29108000000.0,27671000000.0,12269000000.0,12269000000.0,254000000.0,3215000000.0,66695000000.0,-63480000000.0,12000000.0,,-16960000000.0,-16960000000.0,-26546000000.0,-2198000000.0,-531000000.0,,,,,,,3403000000.0,,1101000000.0,1101000000.0,3217000000.0,22064000000.0,-3165000000.0,,-227000000.0,,12000000.0,-22950000000.0,,0.0,-6000000.0,-23000000.0,,-227000000.0,,-605000000.0,-605000000.0,1743000000.0,,-1644000000.0,,,,0.0,493000000.0,-1250000000.0,1743000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
CB,2025-06-30,3551000000.0,-746000000.0,0.0,249000000.0,,802000000.0,2371000000.0,2250000000.0,-38000000.0,-762000000.0,-762000000.0,76000000.0,-365000000.0,-365000000.0,-746000000.0,-746000000.0,249000000.0,,,249000000.0,0.0,249000000.0,-2827000000.0,-2827000000.0,135000000.0,-2550000000.0,6036000000.0,-8586000000.0,,,3551000000.0,3551000000.0,2336000000.0,,,1290000000.0,1290000000.0,1290000000.0,,-593000000.0,-593000000.0,-1447000000.0,,,74000000.0,2999000000.0,204000000.0,159000000.0,,-934000000.0,-2000000.0,,-277000000.0,,,-345000000.0,223000000.0,,-932000000.0,,182000000.0,182000000.0,,,,74000000.0,74000000.0,,,,,,-657000000.0,91000000.0,522000000.0,-96000000.0,89000000.0,,,,,,,,,,,,,,,,,,,,
CB,2025-03-31,1566000000.0,-691000000.0,-800000000.0,0.0,,314000000.0,2250000000.0,2549000000.0,-357000000.0,-1125000000.0,-1125000000.0,271000000.0,-366000000.0,-366000000.0,-691000000.0,-691000000.0,-800000000.0,,,-800000000.0,-800000000.0,0.0,-798000000.0,-798000000.0,-431000000.0,274000000.0,6972000000.0,-6698000000.0,,,1566000000.0,1566000000.0,1002000000.0,,,-262000000.0,-262000000.0,-262000000.0,,-1001000000.0,-1001000000.0,-155000000.0,,,75000000.0,1343000000.0,146000000.0,58000000.0,,-863000000.0,16000000.0,,203000000.0,,,-427000000.0,-410000000.0,,-879000000.0,,-198000000.0,-198000000.0,,,,75000000.0,75000000.0,,,,,,-82000000.0,98000000.0,222000000.0,-100000000.0,65000000.0,,,,,,,,,,,,,,,,,,,,
CB,2024-12-31,4565000000.0,-450000000.0,-737000000.0,111000000.0,,355000000.0,2549000000.0,2678000000.0,-28000000.0,-2119000000.0,-2119000000.0,-301000000.0,-367000000.0,-367000000.0,-450000000.0,-450000000.0,-626000000.0,,,-626000000.0,-737000000.0,111000000.0,-2474000000.0,-2474000000.0,-434000000.0,-2083000000.0,7943000000.0,-10026000000.0,,,4565000000.0,4565000000.0,747000000.0,,,108000000.0,108000000.0,-21000000.0,,848000000.0,848000000.0,1106000000.0,,,82000000.0,2640000000.0,184000000.0,-101000000.0,,-310000000.0,16000000.0,,203000000.0,,,-52000000.0,233000000.0,,-875000000.0,,-54000000.0,-54000000.0,,,,82000000.0,82000000.0,,,,,,-346000000.0,54000000.0,353000000.0,-96000000.0,61000000.0,,,,,,,,,,,,,,,,,,,,
CB,2024-09-30,4318000000.0,-295000000.0,0.0,1301000000.0,,462000000.0,2678000000.0,2568000000.0,57000000.0,1122000000.0,1122000000.0,559000000.0,-371000000.0,-371000000.0,-295000000.0,-295000000.0,1301000000.0,,,1301000000.0,0.0,1301000000.0,-5383000000.0,-5383000000.0,-132000000.0,-5524000000.0,6268000000.0,-11792000000.0,,,4318000000.0,4318000000.0,2196000000.0,,,-299000000.0,-299000000.0,-170000000.0,,-1000000.0,-1000000.0,399000000.0,,,81000000.0,2490000000.0,99000000.0,53000000.0,,-233000000.0,16000000.0,,203000000.0,,,-710000000.0,-425000000.0,,305000000.0,,19000000.0,19000000.0,,,,81000000.0,81000000.0,,,,,,-343000000.0,60000000.0,506000000.0,-93000000.0,58000000.0,,,,,,,,,,,,,,,,,,,,
CB,2024-06-30,4079000000.0,-652000000.0,-700000000.0,0.0,,756000000.0,2568000000.0,2651000000.0,13000000.0,-1746000000.0,-1746000000.0,-290000000.0,-349000000.0,-349000000.0,-652000000.0,-652000000.0,-700000000.0,,,-700000000.0,-700000000.0,0.0,-2320000000.0,-2320000000.0,-464000000.0,-1663000000.0,5373000000.0,-7036000000.0,,,4079000000.0,4079000000.0,1565000000.0,,,540000000.0,540000000.0,540000000.0,,-2421000000.0,-2421000000.0,-154000000.0,,,80000000.0,2216000000.0,204000000.0,-96000000.0,,-554000000.0,0.0,,-401000000.0,,,295000000.0,416000000.0,,-554000000.0,,155000000.0,155000000.0,,,,80000000.0,80000000.0,,,,,,-94000000.0,79000000.0,361000000.0,-98000000.0,-27000000.0,,,,,,,,,,,,,,,,,,,,
CB,2024-03-31,4079000000.0,-652000000.0,-700000000.0,0.0,,756000000.0,2568000000.0,2651000000.0,13000000.0,-1746000000.0,-1746000000.0,-290000000.0,-349000000.0,-349000000.0,-652000000.0,-652000000.0,-700000000.0,,,-700000000.0,-700000000.0,0.0,-2320000000.0,-2320000000.0,-464000000.0,-1663000000.0,5373000000.0,-7036000000.0,,,4079000000.0,4079000000.0,1565000000.0,,,540000000.0,540000000.0,540000000.0,,-2421000000.0,-2421000000.0,-154000000.0,,,80000000.0,2216000000.0,204000000.0,-96000000.0,,-554000000.0,0.0,,257000000.0,,,295000000.0,416000000.0,,-554000000.0,,155000000.0,155000000.0,,,,80000000.0,80000000.0,,,,,,-94000000.0,79000000.0,361000000.0,-98000000.0,-27000000.0,,,,,,,,,,,,,,,,,,,,
CHTR,2025-06-30,999000000.0,-1451000000.0,-3184000000.0,3835000000.0,-2601000000.0,657000000.0,649000000.0,866000000.0,-217000000.0,-1196000000.0,-1196000000.0,-398000000.0,,,-1451000000.0,-1451000000.0,651000000.0,,,651000000.0,-3184000000.0,3835000000.0,-2621000000.0,-2621000000.0,-20000000.0,,,,-2874000000.0,-2874000000.0,3600000000.0,3600000000.0,-299000000.0,,,-127000000.0,-127000000.0,-127000000.0,,-238000000.0,-238000000.0,124000000.0,157000000.0,2176000000.0,2176000000.0,1495000000.0,1444000000.0,,,,,,,,,,,,,,-53000000.0,-53000000.0,,,,,,,,,,,,2000000.0,,,,66000000.0,,,,,,,,,,,,,,,,,,,
CHTR,2025-03-31,1564000000.0,-802000000.0,-1609000000.0,1514000000.0,-2672000000.0,56000000.0,866000000.0,506000000.0,360000000.0,-1072000000.0,-1072000000.0,-192000000.0,,,-802000000.0,-802000000.0,-95000000.0,,,-95000000.0,-1609000000.0,1514000000.0,-2804000000.0,-2804000000.0,-132000000.0,,,,-2399000000.0,-2399000000.0,4236000000.0,4236000000.0,210000000.0,,,493000000.0,493000000.0,493000000.0,,-48000000.0,-48000000.0,241000000.0,222000000.0,2181000000.0,2181000000.0,1409000000.0,995000000.0,,,,,,,,,,,,,,-27000000.0,-27000000.0,,,-273000000.0,,,,,,,,,17000000.0,,,,-235000000.0,,,,,,,,,,,,,,,,,,,
CHTR,2024-12-31,398000000.0,-114000000.0,-9761000000.0,8579000000.0,-3062000000.0,461000000.0,506000000.0,750000000.0,-244000000.0,-1125000000.0,-1125000000.0,168000000.0,,,-114000000.0,-114000000.0,-1182000000.0,,,-1182000000.0,-9761000000.0,8579000000.0,-2579000000.0,-2579000000.0,483000000.0,,,,-3062000000.0,-3062000000.0,3460000000.0,3460000000.0,-486000000.0,,,-384000000.0,-384000000.0,-384000000.0,,-30000000.0,-30000000.0,99000000.0,138000000.0,2168000000.0,2168000000.0,1676000000.0,1522000000.0,,,,,,,,,,,,,,-135000000.0,-135000000.0,,,-273000000.0,,,,,,,,,3000000.0,,,,-72000000.0,,,,,,,,,,,,,,,,,,,
CHTR,2024-09-30,1342000000.0,-222000000.0,-4115000000.0,2769000000.0,-2563000000.0,473000000.0,750000000.0,642000000.0,108000000.0,-1358000000.0,-1358000000.0,183000000.0,,,-222000000.0,-222000000.0,-1346000000.0,,,-1346000000.0,-4115000000.0,2769000000.0,-2439000000.0,-2439000000.0,124000000.0,,,,-2563000000.0,-2563000000.0,3905000000.0,3905000000.0,-89000000.0,,,249000000.0,249000000.0,249000000.0,,-66000000.0,-66000000.0,168000000.0,146000000.0,2145000000.0,2145000000.0,1474000000.0,1214000000.0,,,,,,,,,,,,,,61000000.0,61000000.0,,,-273000000.0,,,,,,,,,27000000.0,,,,-272000000.0,,,,,,,,,,,,,,,,,,,
CHTR,2024-06-30,1063000000.0,-361000000.0,-10068000000.0,9698000000.0,-2790000000.0,569000000.0,642000000.0,661000000.0,-19000000.0,-1143000000.0,-1143000000.0,-412000000.0,,,-361000000.0,-361000000.0,-370000000.0,,,-370000000.0,-10068000000.0,9698000000.0,-2729000000.0,-2729000000.0,61000000.0,,,,-2853000000.0,-2853000000.0,3853000000.0,3853000000.0,43000000.0,,,-64000000.0,-64000000.0,-64000000.0,,6000000.0,6000000.0,98000000.0,153000000.0,2170000000.0,2170000000.0,1423000000.0,1362000000.0,,,,,,,,,,,,,,-34000000.0,-34000000.0,,,296000000.0,,,,,,,,,0.0,,,,101000000.0,,,,,,,,,,,,,,,,,,,
CHTR,2024-03-31,1063000000.0,-361000000.0,-10068000000.0,9698000000.0,-2790000000.0,569000000.0,642000000.0,661000000.0,-19000000.0,-1143000000.0,-1143000000.0,-412000000.0,,,-361000000.0,-361000000.0,-370000000.0,,,-370000000.0,-10068000000.0,9698000000.0,-2729000000.0,-2729000000.0,61000000.0,,,,-2853000000.0,-2853000000.0,3853000000.0,3853000000.0,43000000.0,,,-64000000.0,-64000000.0,-64000000.0,,6000000.0,6000000.0,98000000.0,153000000.0,2170000000.0,2170000000.0,1423000000.0,1362000000.0,,,,,,,,,,,,,,-34000000.0,-34000000.0,,,-63000000.0,,,,,,,,,0.0,,,,101000000.0,,,,,,,,,,,,,,,,,,,
CHTR,2023-12-31,1063000000.0,-361000000.0,-10068000000.0,9698000000.0,-2790000000.0,569000000.0,642000000.0,661000000.0,-19000000.0,-1143000000.0,-1143000000.0,-412000000.0,,,-361000000.0,-361000000.0,-370000000.0,,,-370000000.0,-10068000000.0,9698000000.0,-2729000000.0,-2729000000.0,61000000.0,,,,-2853000000.0,-2853000000.0,3853000000.0,3853000000.0,43000000.0,,,-64000000.0,-64000000.0,-64000000.0,,6000000.0,6000000.0,98000000.0,153000000.0,2170000000.0,2170000000.0,1423000000.0,1362000000.0,,,,,,,,,,,,,,-34000000.0,-34000000.0,,,62000000.0,,,,,,,,,0.0,,,,101000000.0,,,,,,,,,,,,,,,,,,,
COF,2025-06-30,5667000000.0,-667000000.0,-2935000000.0,166000000.0,-399000000.0,218000000.0,61578000000.0,48965000000.0,12613000000.0,-9924000000.0,-9924000000.0,,-453000000.0,-388000000.0,-56000000.0,-167000000.0,-2769000000.0,,,-2769000000.0,-2935000000.0,166000000.0,16471000000.0,16471000000.0,-444000000.0,11746000000.0,15534000000.0,-3788000000.0,-399000000.0,,6066000000.0,6168000000.0,-301000000.0,360000000.0,-708000000.0,-105000000.0,-105000000.0,-105000000.0,,152000000.0,152000000.0,603000000.0,225000000.0,1011000000.0,1011000000.0,-4277000000.0,3393000000.0,,-65000000.0,,,,,,,1000000.0,,,,,-2524000000.0,-2524000000.0,111000000.0,111000000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
COF,2025-03-31,4319000000.0,-375000000.0,-6073000000.0,1749000000.0,-348000000.0,3000000.0,48965000000.0,43671000000.0,5294000000.0,-218000000.0,-218000000.0,,-291000000.0,-234000000.0,-282000000.0,-375000000.0,-4324000000.0,,,-4324000000.0,-6073000000.0,1749000000.0,845000000.0,845000000.0,-318000000.0,234000000.0,3073000000.0,-2839000000.0,-348000000.0,,4667000000.0,4667000000.0,82000000.0,178000000.0,-9000000.0,-20000000.0,-20000000.0,-20000000.0,,-67000000.0,-67000000.0,-436000000.0,177000000.0,812000000.0,812000000.0,1404000000.0,3211000000.0,,-57000000.0,,,,,,,-3000000.0,,,,,262000000.0,262000000.0,93000000.0,93000000.0,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,
