ticker,date,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Short Term Debt Payments,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Depreciation Amortization Depletion,Depreciation And Amortization,Net Income From Continuing Operations,Interest Paid Supplemental Data,Effect Of Exchange Rate Changes,Preferred Stock Dividend Paid,Net Business Purchase And Sale,Sale Of Business,Sale Of PPE,Change In Other Working Capital,Unrealized Gain Loss On Investment Securities,Asset Impairment Charge,Operating Gains Losses,Gain Loss On Investment Securities,Short Term Debt Issuance,Purchase Of Business,Change In Accrued Expense,Deferred Tax,Deferred Income Tax,Issuance Of Capital Stock,Common Stock Issuance,Capital Expenditure Reported,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Sale Of Business,Net Preferred Stock Issuance,Preferred Stock Payments,Preferred Stock Issuance,Earnings Losses From Equity Investments,Proceeds From Stock Option Exercised,Dividends Received Cfi,Amortization Of Securities,Net Foreign Currency Exchange Gain Loss,Change In Prepaid Assets,Cash From Discontinued Operating Activities,Dividend Received Cfo,Change In Tax Payable,Change In Income Tax Payable,Depletion,Excess Tax Benefit From Stock Based Compensation,Provisionand Write Offof Assets,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Taxes Refund Paid,Other Cash Adjustment Outside Changein Cash,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Pension And Employee Benefit Expense,Cash Flow From Discontinued Operation,Interest Received Cfo,Interest Paid Cfo,Change In Interest Payable,Gain Loss On Sale Of PPE
AAPL,2025-06-30,24405000000.0,-21075000000.0,-1770000000.0,,-3462000000.0,5649000000.0,36269000000.0,28162000000.0,8107000000.0,-24833000000.0,-24833000000.0,-2524000000.0,-3945000000.0,-3945000000.0,-21075000000.0,-21075000000.0,2711000000.0,3903000000.0,3903000000.0,-1192000000.0,-5673000000.0,,5073000000.0,5073000000.0,-340000000.0,8875000000.0,14024000000.0,-5149000000.0,-3462000000.0,-3462000000.0,27867000000.0,27867000000.0,-2034000000.0,418000000.0,-1745000000.0,-3875000000.0,-3875000000.0,-3875000000.0,365000000.0,2803000000.0,-1581000000.0,469000000.0,3168000000.0,2830000000.0,2830000000.0,23434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2025-03-31,20881000000.0,-25898000000.0,976000000.0,,-3071000000.0,13032000000.0,28162000000.0,30299000000.0,-2137000000.0,-29006000000.0,-29006000000.0,-326000000.0,-3758000000.0,-3758000000.0,-25898000000.0,-25898000000.0,976000000.0,3976000000.0,3976000000.0,-3000000000.0,-3000000000.0,,2917000000.0,2917000000.0,-32000000.0,6020000000.0,12338000000.0,-6318000000.0,-3071000000.0,-3071000000.0,23952000000.0,23952000000.0,-6507000000.0,-3581000000.0,-5310000000.0,-7933000000.0,-7933000000.0,-7933000000.0,643000000.0,9674000000.0,3669000000.0,-208000000.0,3226000000.0,2661000000.0,2661000000.0,24780000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2024-12-31,26995000000.0,-23606000000.0,-8953000000.0,,-2940000000.0,18651000000.0,30299000000.0,29943000000.0,356000000.0,-39371000000.0,-39371000000.0,-2956000000.0,-3856000000.0,-3856000000.0,-23606000000.0,-23606000000.0,-8953000000.0,-7944000000.0,-7944000000.0,-1009000000.0,-1009000000.0,,9792000000.0,9792000000.0,-603000000.0,13335000000.0,19459000000.0,-6124000000.0,-2940000000.0,-2940000000.0,29935000000.0,29935000000.0,-10752000000.0,-11998000000.0,939000000.0,-6671000000.0,-6671000000.0,-6671000000.0,215000000.0,6763000000.0,3597000000.0,-2009000000.0,3286000000.0,3080000000.0,3080000000.0,36330000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2024-09-30,23903000000.0,-25083000000.0,427000000.0,0.0,-2908000000.0,6872000000.0,29943000000.0,26635000000.0,3308000000.0,-24948000000.0,-24948000000.0,-448000000.0,-3804000000.0,-3804000000.0,-25083000000.0,-25083000000.0,4387000000.0,6945000000.0,-7944000000.0,-2558000000.0,-2558000000.0,0.0,1445000000.0,1445000000.0,-191000000.0,4544000000.0,15126000000.0,-10582000000.0,-2908000000.0,-2908000000.0,26811000000.0,26811000000.0,6608000000.0,15550000000.0,-6105000000.0,21191000000.0,21191000000.0,21191000000.0,-1087000000.0,-22941000000.0,-10485000000.0,-302000000.0,2858000000.0,2911000000.0,2911000000.0,14736000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2024-06-30,26707000000.0,-26522000000.0,-3253000000.0,0.0,-2151000000.0,4699000000.0,26635000000.0,33921000000.0,-7286000000.0,-36017000000.0,-36017000000.0,-2347000000.0,-3895000000.0,-3895000000.0,-26522000000.0,-26522000000.0,-3253000000.0,997000000.0,997000000.0,-4250000000.0,-4250000000.0,0.0,-127000000.0,-127000000.0,-388000000.0,2412000000.0,15444000000.0,-13032000000.0,-2151000000.0,-2151000000.0,28858000000.0,28858000000.0,1684000000.0,3439000000.0,-1188000000.0,1539000000.0,1539000000.0,1539000000.0,-12000000.0,-2094000000.0,-1030000000.0,7000000.0,2869000000.0,2850000000.0,2850000000.0,21448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2024-03-31,26707000000.0,-26522000000.0,-3253000000.0,0.0,-2151000000.0,4699000000.0,26635000000.0,33921000000.0,-7286000000.0,-36017000000.0,-36017000000.0,-2347000000.0,-3895000000.0,-3895000000.0,-26522000000.0,-26522000000.0,-3253000000.0,997000000.0,2000000.0,-4250000000.0,-4250000000.0,0.0,-127000000.0,-127000000.0,-388000000.0,2412000000.0,15444000000.0,-13032000000.0,-2151000000.0,-2151000000.0,28858000000.0,28858000000.0,1684000000.0,3439000000.0,-1188000000.0,1539000000.0,1539000000.0,1539000000.0,-12000000.0,-2094000000.0,-1030000000.0,7000000.0,2869000000.0,2850000000.0,2850000000.0,21448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLY,2025-06-30,-134000000.0,-1000000.0,-1538000000.0,929000000.0,-1081000000.0,95000000.0,11508000000.0,11417000000.0,81000000.0,-3775000000.0,-3775000000.0,,-120000000.0,-92000000.0,-1000000.0,-1000000.0,-92000000.0,517000000.0,,-609000000.0,-1538000000.0,929000000.0,2909000000.0,2909000000.0,-147000000.0,1138000000.0,2383000000.0,-1245000000.0,-309000000.0,-1081000000.0,947000000.0,947000000.0,-140000000.0,22000000.0,-25000000.0,-42000000.0,-42000000.0,-42000000.0,,,,79000000.0,,329000000.0,329000000.0,352000000.0,1615000000.0,10000000.0,-28000000.0,2412000000.0,2412000000.0,772000000.0,-24000000.0,-34000000.0,0.0,-23000000.0,-27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLY,2025-03-31,121000000.0,-34000000.0,-1074000000.0,24000000.0,-819000000.0,13000000.0,11417000000.0,11380000000.0,37000000.0,438000000.0,438000000.0,,-128000000.0,-100000000.0,-34000000.0,-34000000.0,664000000.0,1714000000.0,,-1050000000.0,-1074000000.0,24000000.0,-1341000000.0,-1341000000.0,-151000000.0,-751000000.0,3342000000.0,-4093000000.0,-138000000.0,-819000000.0,940000000.0,940000000.0,-243000000.0,-137000000.0,-128000000.0,64000000.0,64000000.0,64000000.0,,,,53000000.0,,361000000.0,361000000.0,-225000000.0,1587000000.0,0.0,-28000000.0,0.0,0.0,681000000.0,136000000.0,12000000.0,305000000.0,486000000.0,487000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLY,2024-12-31,-297000000.0,-7000000.0,-801000000.0,1471000000.0,-917000000.0,41000000.0,11380000000.0,9304000000.0,2085000000.0,-72000000.0,-72000000.0,,-119000000.0,-92000000.0,-7000000.0,-7000000.0,524000000.0,-146000000.0,,670000000.0,-801000000.0,1471000000.0,1537000000.0,1537000000.0,-147000000.0,569000000.0,994000000.0,-509000000.0,109000000.0,-917000000.0,620000000.0,620000000.0,-166000000.0,257000000.0,254000000.0,-535000000.0,-535000000.0,-535000000.0,,,,-36000000.0,,269000000.0,269000000.0,-140000000.0,2311000000.0,-9000000.0,-27000000.0,0.0,0.0,1026000000.0,93000000.0,47000000.0,305000000.0,-29000000.0,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLY,2024-09-30,254000000.0,-1000000.0,-1508000000.0,2317000000.0,-934000000.0,49000000.0,9304000000.0,8124000000.0,1178000000.0,-874000000.0,-874000000.0,,-119000000.0,-92000000.0,-1000000.0,-1000000.0,-542000000.0,-1351000000.0,,809000000.0,-1508000000.0,2317000000.0,864000000.0,864000000.0,-121000000.0,593000000.0,982000000.0,-389000000.0,-316000000.0,-934000000.0,1188000000.0,1188000000.0,-383000000.0,-245000000.0,-365000000.0,277000000.0,277000000.0,277000000.0,,,,212000000.0,,348000000.0,348000000.0,446000000.0,1588000000.0,2000000.0,-27000000.0,0.0,0.0,618000000.0,34000000.0,-58000000.0,305000000.0,-22000000.0,-16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLY,2024-06-30,554000000.0,-1000000.0,-1476000000.0,426000000.0,-900000000.0,38000000.0,8124000000.0,8640000000.0,-514000000.0,-982000000.0,-982000000.0,,-119000000.0,-91000000.0,-1000000.0,-1000000.0,2072000000.0,3122000000.0,,-1050000000.0,-1476000000.0,426000000.0,-986000000.0,-986000000.0,-205000000.0,419000000.0,788000000.0,-369000000.0,300000000.0,-900000000.0,1454000000.0,1454000000.0,215000000.0,153000000.0,42000000.0,30000000.0,30000000.0,30000000.0,,,,290000000.0,,272000000.0,272000000.0,219000000.0,1814000000.0,-2000000.0,-28000000.0,7000000.0,7000000.0,1200000000.0,57000000.0,28000000.0,0.0,-27000000.0,-21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLY,2024-03-31,554000000.0,-1000000.0,-1476000000.0,426000000.0,-900000000.0,38000000.0,8124000000.0,8640000000.0,-514000000.0,-982000000.0,-982000000.0,,-119000000.0,-91000000.0,-1000000.0,-1000000.0,2072000000.0,3122000000.0,,-1050000000.0,-1476000000.0,426000000.0,-986000000.0,-986000000.0,-205000000.0,419000000.0,788000000.0,-369000000.0,300000000.0,-900000000.0,1454000000.0,1454000000.0,215000000.0,153000000.0,42000000.0,30000000.0,30000000.0,30000000.0,,,,290000000.0,,272000000.0,272000000.0,219000000.0,1814000000.0,-2000000.0,-28000000.0,7000000.0,7000000.0,1200000000.0,57000000.0,28000000.0,0.0,-27000000.0,-21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2025-06-30,332000000.0,,-4632000000.0,2093000000.0,-32183000000.0,4761000000.0,61453000000.0,69893000000.0,-9448000000.0,-2539000000.0,-2539000000.0,,,,,,-2539000000.0,701000000.0,-1392000000.0,-3240000000.0,-3240000000.0,0.0,-39424000000.0,-39424000000.0,,-6356000000.0,11441000000.0,-17797000000.0,-31368000000.0,-32183000000.0,32515000000.0,32515000000.0,-6163000000.0,,-2971000000.0,2106000000.0,7058000000.0,7058000000.0,-4054000000.0,-1125000000.0,-1125000000.0,-1258000000.0,6534000000.0,15227000000.0,15227000000.0,18164000000.0,647000000.0,1008000000.0,,-1700000000.0,,815000000.0,-119000000.0,,,,,2093000000.0,-1700000000.0,-4952000000.0,11000000.0,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2025-03-31,-8004000000.0,,-2608000000.0,2561000000.0,-25019000000.0,877000000.0,69893000000.0,82312000000.0,-12835000000.0,-47000000.0,-47000000.0,,,,,,-47000000.0,-267000000.0,-2082000000.0,220000000.0,-526000000.0,746000000.0,-29803000000.0,-29803000000.0,,-5596000000.0,7737000000.0,-13333000000.0,-24255000000.0,-25019000000.0,17015000000.0,17015000000.0,-15753000000.0,,-3402000000.0,-13104000000.0,-9043000000.0,-9043000000.0,-1222000000.0,1247000000.0,1247000000.0,-2817000000.0,3689000000.0,14262000000.0,14262000000.0,17127000000.0,362000000.0,416000000.0,,48000000.0,48000000.0,764000000.0,728000000.0,,,,,1815000000.0,-1700000000.0,-4061000000.0,507000000.0,507000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2024-12-31,17802000000.0,,-6109000000.0,2554000000.0,-27834000000.0,4146000000.0,82312000000.0,78677000000.0,4885000000.0,-3308000000.0,-3308000000.0,,,,,,-3555000000.0,-53000000.0,-2607000000.0,-3502000000.0,-3502000000.0,0.0,-37443000000.0,-37443000000.0,,-8856000000.0,3677000000.0,-12533000000.0,-26052000000.0,-27834000000.0,45636000000.0,45636000000.0,7100000000.0,,-4190000000.0,12768000000.0,8726000000.0,8726000000.0,934000000.0,-4023000000.0,-4023000000.0,-486000000.0,4995000000.0,15631000000.0,15631000000.0,20004000000.0,771000000.0,-1250000000.0,,-2535000000.0,48000000.0,1782000000.0,1611000000.0,,,,,2554000000.0,-2535000000.0,4042000000.0,-1608000000.0,-1608000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2024-09-30,3351000000.0,,-4405000000.0,1725000000.0,-22620000000.0,2004000000.0,78677000000.0,71673000000.0,6314000000.0,-2758000000.0,-2758000000.0,-78000000.0,,,,,-2680000000.0,-95000000.0,-1820000000.0,-2585000000.0,-2585000000.0,0.0,-16899000000.0,-16899000000.0,,5001000000.0,8069000000.0,-3068000000.0,-21278000000.0,-22620000000.0,25971000000.0,25971000000.0,-6674000000.0,,-4537000000.0,-348000000.0,-477000000.0,-477000000.0,-1509000000.0,-701000000.0,-701000000.0,-141000000.0,5333000000.0,13442000000.0,13442000000.0,15328000000.0,384000000.0,690000000.0,,-622000000.0,48000000.0,1342000000.0,421000000.0,,,,,1725000000.0,-622000000.0,129000000.0,-1317000000.0,-1317000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2024-06-30,7661000000.0,,-5015000000.0,525000000.0,-17620000000.0,5700000000.0,71673000000.0,73332000000.0,-1347000000.0,-4490000000.0,-4490000000.0,-79000000.0,,,,,-4490000000.0,296000000.0,-229000000.0,-4786000000.0,-4786000000.0,0.0,-22138000000.0,-22138000000.0,,-5174000000.0,3265000000.0,-8439000000.0,-16393000000.0,-17620000000.0,25281000000.0,25281000000.0,-6084000000.0,,-3055000000.0,1858000000.0,6005000000.0,6005000000.0,-3085000000.0,-2209000000.0,-2209000000.0,-95000000.0,6722000000.0,12038000000.0,12038000000.0,13485000000.0,802000000.0,-312000000.0,,-571000000.0,48000000.0,1227000000.0,407000000.0,,,,,525000000.0,-571000000.0,-4147000000.0,-785000000.0,-785000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2024-03-31,7661000000.0,0.0,-5015000000.0,525000000.0,-17620000000.0,5700000000.0,71673000000.0,73332000000.0,-1347000000.0,-4490000000.0,-4490000000.0,-90000000.0,,,0.0,0.0,-4490000000.0,296000000.0,-229000000.0,-4786000000.0,-4786000000.0,0.0,-22138000000.0,-22138000000.0,,-5174000000.0,3265000000.0,-8439000000.0,-16393000000.0,-17620000000.0,25281000000.0,25281000000.0,-6084000000.0,,-3055000000.0,1858000000.0,6005000000.0,6005000000.0,-3085000000.0,-2209000000.0,-2209000000.0,-95000000.0,6722000000.0,12038000000.0,12038000000.0,13485000000.0,802000000.0,-312000000.0,,-571000000.0,48000000.0,1227000000.0,407000000.0,,,,,525000000.0,-3354000000.0,-4147000000.0,-785000000.0,-785000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2023-12-31,7661000000.0,0.0,-5015000000.0,525000000.0,-17620000000.0,5700000000.0,71673000000.0,73332000000.0,-1347000000.0,-4490000000.0,-4490000000.0,-73000000.0,,,0.0,0.0,-4490000000.0,296000000.0,-229000000.0,-4786000000.0,-4786000000.0,0.0,-22138000000.0,-22138000000.0,,-5174000000.0,3265000000.0,-8439000000.0,-16393000000.0,-17620000000.0,25281000000.0,25281000000.0,-6084000000.0,,-3055000000.0,1858000000.0,6005000000.0,6005000000.0,-3085000000.0,-2209000000.0,-2209000000.0,-95000000.0,6722000000.0,12038000000.0,12038000000.0,13485000000.0,802000000.0,-312000000.0,,-571000000.0,48000000.0,1227000000.0,407000000.0,,,,,525000000.0,-3354000000.0,-4147000000.0,-785000000.0,-785000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,2025-06-30,732000000.0,-250000000.0,,0.0,-64000000.0,459000000.0,9324000000.0,8028000000.0,796000000.0,-24000000.0,-24000000.0,798000000.0,-161000000.0,-161000000.0,-247000000.0,-250000000.0,-414000000.0,-114000000.0,,-300000000.0,,0.0,24000000.0,24000000.0,,20000000.0,51000000.0,-31000000.0,,,796000000.0,796000000.0,54000000.0,21000000.0,,108000000.0,,,,-160000000.0,,-94000000.0,119000000.0,248000000.0,248000000.0,594000000.0,143000000.0,500000000.0,,68000000.0,95000000.0,,85000000.0,,,,,,-27000000.0,,-125000000.0,-125000000.0,3000000.0,3000000.0,-64000000.0,201000000.0,201000000.0,47000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,2025-03-31,84000000.0,-250000000.0,,0.0,-56000000.0,233000000.0,8028000000.0,8333000000.0,-501000000.0,-349000000.0,-349000000.0,-576000000.0,-147000000.0,-147000000.0,-220000000.0,-250000000.0,594000000.0,594000000.0,,0.0,,0.0,-292000000.0,-292000000.0,,-144000000.0,20000000.0,-164000000.0,,,140000000.0,140000000.0,-1100000000.0,-6000000.0,,-846000000.0,,,,-742000000.0,,-17000000.0,147000000.0,245000000.0,245000000.0,982000000.0,273000000.0,196000000.0,,-92000000.0,24000000.0,,494000000.0,,,,,,-116000000.0,,-117000000.0,-117000000.0,30000000.0,30000000.0,-56000000.0,199000000.0,199000000.0,46000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,2024-12-31,1145000000.0,-200000000.0,-50000000.0,0.0,-55000000.0,203000000.0,8333000000.0,9043000000.0,-146000000.0,-769000000.0,-769000000.0,-391000000.0,-146000000.0,-146000000.0,-182000000.0,-200000000.0,-50000000.0,0.0,,-50000000.0,-50000000.0,0.0,-577000000.0,-577000000.0,,-41000000.0,-5000000.0,-36000000.0,,,1200000000.0,1200000000.0,298000000.0,-26000000.0,,429000000.0,,,,72000000.0,,-8000000.0,113000000.0,232000000.0,232000000.0,734000000.0,120000000.0,-564000000.0,,-481000000.0,14000000.0,,-177000000.0,,,-4000000.0,,,-495000000.0,,-165000000.0,-165000000.0,18000000.0,18000000.0,-55000000.0,185000000.0,185000000.0,47000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,2024-09-30,951000000.0,-300000000.0,-550000000.0,0.0,-62000000.0,297000000.0,9043000000.0,8321000000.0,343000000.0,-699000000.0,-699000000.0,264000000.0,-147000000.0,-147000000.0,-266000000.0,-300000000.0,-550000000.0,0.0,,-550000000.0,-550000000.0,0.0,29000000.0,29000000.0,,-12000000.0,33000000.0,-45000000.0,,,1013000000.0,1013000000.0,437000000.0,-18000000.0,,215000000.0,,,,575000000.0,,-14000000.0,114000000.0,221000000.0,221000000.0,355000000.0,282000000.0,379000000.0,,103000000.0,334000000.0,,-335000000.0,,,-76000000.0,,,-231000000.0,,-24000000.0,-24000000.0,34000000.0,34000000.0,-62000000.0,174000000.0,174000000.0,47000000.0,-76000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,2024-06-30,460000000.0,-250000000.0,-550000000.0,1984000000.0,-53000000.0,309000000.0,8321000000.0,8185000000.0,192000000.0,-2997000000.0,-2997000000.0,-259000000.0,-146000000.0,-146000000.0,-248000000.0,-250000000.0,-2344000000.0,0.0,,-2344000000.0,-550000000.0,1984000000.0,2676000000.0,2676000000.0,,5228000000.0,217000000.0,5011000000.0,,,513000000.0,513000000.0,18000000.0,27000000.0,,92000000.0,,,,-133000000.0,,-30000000.0,117000000.0,173000000.0,173000000.0,538000000.0,161000000.0,-56000000.0,,-2499000000.0,277000000.0,,32000000.0,,,-76000000.0,,,-2776000000.0,,-46000000.0,-46000000.0,2000000.0,2000000.0,-53000000.0,128000000.0,128000000.0,45000000.0,-76000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,2023-12-31,460000000.0,-250000000.0,-550000000.0,1984000000.0,-53000000.0,309000000.0,8321000000.0,8185000000.0,192000000.0,-2997000000.0,-2997000000.0,-259000000.0,-146000000.0,-146000000.0,-248000000.0,-250000000.0,-2344000000.0,0.0,,-2344000000.0,-550000000.0,1984000000.0,2676000000.0,2676000000.0,,5228000000.0,217000000.0,5011000000.0,,,513000000.0,513000000.0,18000000.0,27000000.0,,92000000.0,,,,-133000000.0,,-30000000.0,117000000.0,173000000.0,173000000.0,538000000.0,161000000.0,-56000000.0,,-2499000000.0,277000000.0,,32000000.0,,,-76000000.0,,,-2776000000.0,,-46000000.0,-46000000.0,2000000.0,2000000.0,-53000000.0,128000000.0,128000000.0,45000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,2025-06-30,3745000000.0,-1356000000.0,-4361000000.0,11018000000.0,-619000000.0,,57937000000.0,52508000000.0,5245000000.0,7678000000.0,7678000000.0,,-593000000.0,-593000000.0,-1356000000.0,-1356000000.0,6657000000.0,-110000000.0,,6767000000.0,-4361000000.0,11128000000.0,-6797000000.0,-6797000000.0,,-227000000.0,303000000.0,-530000000.0,-619000000.0,-619000000.0,4364000000.0,4364000000.0,37000000.0,,-1170000000.0,1207000000.0,1207000000.0,1207000000.0,,,,-152000000.0,127000000.0,427000000.0,427000000.0,2885000000.0,,184000000.0,,,,,,,,,,-110000000.0,,,-365000000.0,-365000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,2025-03-31,4334000000.0,-1208000000.0,-3534000000.0,4899000000.0,-430000000.0,,52508000000.0,40640000000.0,11858000000.0,6643000000.0,6643000000.0,,-509000000.0,-509000000.0,-1186000000.0,-1208000000.0,1365000000.0,131000000.0,,1234000000.0,-3534000000.0,4768000000.0,451000000.0,451000000.0,,46000000.0,285000000.0,-239000000.0,-430000000.0,-430000000.0,4764000000.0,4764000000.0,246000000.0,,18000000.0,228000000.0,228000000.0,228000000.0,,,,213000000.0,158000000.0,433000000.0,433000000.0,2584000000.0,,10000000.0,,,,,,,,,,131000000.0,,,-20000000.0,-20000000.0,22000000.0,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,2024-12-31,5283000000.0,-1031000000.0,-3401000000.0,83000000.0,-495000000.0,,40640000000.0,47918000000.0,-7237000000.0,-770000000.0,-770000000.0,,-510000000.0,-509000000.0,-980000000.0,-1031000000.0,-3280000000.0,38000000.0,,-3318000000.0,-3401000000.0,83000000.0,-12245000000.0,-12245000000.0,,-72000000.0,311000000.0,-383000000.0,-495000000.0,-495000000.0,5778000000.0,5778000000.0,2081000000.0,,1229000000.0,852000000.0,852000000.0,852000000.0,,,,-231000000.0,111000000.0,428000000.0,428000000.0,2170000000.0,,-41000000.0,,-364000000.0,0.0,,,,,,,131000000.0,-364000000.0,,-73000000.0,-73000000.0,51000000.0,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,2024-09-30,-2267000000.0,-1935000000.0,-3207000000.0,4161000000.0,-455000000.0,,47918000000.0,52895000000.0,-4984000000.0,350000000.0,350000000.0,,-516000000.0,-509000000.0,-1932000000.0,-1935000000.0,1123000000.0,-310000000.0,,1433000000.0,-3207000000.0,4640000000.0,-3522000000.0,-3522000000.0,,-103000000.0,345000000.0,-448000000.0,-455000000.0,-455000000.0,-1812000000.0,-1812000000.0,-6147000000.0,,-285000000.0,-5862000000.0,-5862000000.0,-5862000000.0,,,,395000000.0,113000000.0,437000000.0,437000000.0,2507000000.0,,7000000.0,,-80000000.0,10000000.0,,,,,,,131000000.0,-90000000.0,,-473000000.0,-473000000.0,3000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,2024-06-30,3967000000.0,-1762000000.0,-2901000000.0,5495000000.0,-565000000.0,,52895000000.0,54213000000.0,-1284000000.0,-325000000.0,-325000000.0,,-521000000.0,-521000000.0,-1745000000.0,-1762000000.0,2594000000.0,-39000000.0,,2633000000.0,-2901000000.0,5534000000.0,-5491000000.0,-5491000000.0,,926000000.0,1281000000.0,-355000000.0,-565000000.0,-565000000.0,4532000000.0,4532000000.0,569000000.0,,-132000000.0,701000000.0,701000000.0,701000000.0,,,,-535000000.0,104000000.0,421000000.0,421000000.0,3015000000.0,,-34000000.0,,584000000.0,10000000.0,,,,,,,-39000000.0,-90000000.0,,-310000000.0,-310000000.0,17000000.0,17000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,2024-03-31,3967000000.0,-1762000000.0,-2901000000.0,5495000000.0,-565000000.0,,52895000000.0,54213000000.0,-1284000000.0,-325000000.0,-325000000.0,,-521000000.0,-452000000.0,-1745000000.0,-1762000000.0,2594000000.0,-39000000.0,,2633000000.0,-2901000000.0,5534000000.0,-5491000000.0,-5491000000.0,,926000000.0,1281000000.0,-355000000.0,-565000000.0,-565000000.0,4532000000.0,4532000000.0,569000000.0,,-132000000.0,701000000.0,701000000.0,701000000.0,,,,-535000000.0,104000000.0,421000000.0,421000000.0,3015000000.0,,-34000000.0,,0.0,10000000.0,1000000.0,,,,,,518000000.0,-90000000.0,,-310000000.0,-310000000.0,17000000.0,17000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,2023-12-31,3967000000.0,-1762000000.0,-2901000000.0,5495000000.0,-565000000.0,,52895000000.0,54213000000.0,-1284000000.0,-325000000.0,-325000000.0,,-521000000.0,-454000000.0,-1745000000.0,-1762000000.0,2594000000.0,-39000000.0,,2633000000.0,-2901000000.0,5534000000.0,-5491000000.0,-5491000000.0,,926000000.0,1281000000.0,-355000000.0,-565000000.0,-565000000.0,4532000000.0,4532000000.0,569000000.0,,-132000000.0,701000000.0,701000000.0,701000000.0,,,,-535000000.0,104000000.0,421000000.0,421000000.0,3015000000.0,,-34000000.0,,0.0,10000000.0,1000000.0,,,,,,518000000.0,-90000000.0,,-310000000.0,-310000000.0,17000000.0,17000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
