ticker,date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Preferred Stock Dividends,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Total Revenue,Operating Revenue,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Normalized EBITDA,Reconciled Cost Of Revenue,EBITDA,Total Operating Income As Reported,Other Non Operating Income Expenses,Operating Income,Operating Expense,Depreciation Amortization Depletion Income Statement,Amortization Of Intangibles Income Statement,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Minority Interests,Write Off,Gain On Sale Of Security,General And Administrative Expense,Other Gand A,Interest Income,Otherunder Preferred Stock Dividend,Net Income Discontinuous Operations,Gain On Sale Of Business,Impairment Of Capital Assets,Earnings From Equity Interest,Interest Income Non Operating,Selling And Marketing Expense,Rent Expense Supplemental,Gain On Sale Of Ppe,Other Special Charges,Total Other Finance Cost,Other Taxes,Earnings From Equity Interest Net Of Tax,Depreciation Income Statement,Salaries And Wages,Excise Taxes,Average Dilution Earnings,Insurance And Claims,Rent And Landing Fees,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Provision For Doubtful Accounts,Securities Amortization,Policyholder Benefits Gross,Net Income From Tax Loss Carryforward,Depletion Income Statement,Net Income Extraordinary,Policyholder Benefits Ceded
HIG,2025-06-30,0.0,0.201445,0.0,0.0,995000000.0,94000000.0,1296000000.0,-50000000.0,50000000.0,995000000.0,995000000.0,5728000000.0,287700000.0,283700000.0,3.44,3.49,990000000.0,990000000.0,5000000.0,995000000.0,995000000.0,995000000.0,251000000.0,1246000000.0,30000000.0,0.0,0.0,-50000000.0,50000000.0,,17000000.0,17000000.0,6974000000.0,6974000000.0,5049000000.0,5049000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG,2025-03-31,0.0,0.195402,0.0,0.0,630000000.0,92000000.0,833000000.0,-50000000.0,50000000.0,630000000.0,630000000.0,5988000000.0,290800000.0,286600000.0,2.15,2.18,625000000.0,625000000.0,5000000.0,630000000.0,630000000.0,630000000.0,153000000.0,783000000.0,22000000.0,0.0,0.0,-50000000.0,50000000.0,,18000000.0,18000000.0,6771000000.0,6771000000.0,5352000000.0,5352000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG,2024-12-31,0.0,0.205773,0.0,0.0,853000000.0,84000000.0,1124000000.0,-50000000.0,50000000.0,853000000.0,853000000.0,5726000000.0,294200000.0,289300000.0,2.88,2.93,848000000.0,848000000.0,5000000.0,853000000.0,853000000.0,853000000.0,221000000.0,1074000000.0,19000000.0,0.0,0.0,-50000000.0,50000000.0,0.0,18000000.0,18000000.0,6800000000.0,6800000000.0,5146000000.0,5146000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG,2024-09-30,-194327.731092,0.194328,-1000000.0,-1000000.0,767000000.0,85000000.0,1001000000.0,-49000000.0,49000000.0,767805672.268908,767000000.0,5762000000.0,297500000.0,292600000.0,2.56,2.6,761000000.0,761000000.0,6000000.0,767000000.0,767000000.0,767000000.0,185000000.0,952000000.0,24000000.0,-1000000.0,1000000.0,-49000000.0,49000000.0,0.0,18000000.0,18000000.0,6714000000.0,6714000000.0,5146000000.0,5146000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG,2024-06-30,0.0,0.190789,0.0,0.0,738000000.0,60000000.0,962000000.0,-50000000.0,50000000.0,738000000.0,738000000.0,5558000000.0,299900000.0,295500000.0,2.44,2.48,733000000.0,733000000.0,5000000.0,738000000.0,738000000.0,738000000.0,174000000.0,912000000.0,26000000.0,0.0,0.0,-50000000.0,50000000.0,0.0,17000000.0,17000000.0,6470000000.0,6470000000.0,4946000000.0,4946000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG,2024-03-31,0.0,0.190789,0.0,0.0,738000000.0,60000000.0,962000000.0,-50000000.0,50000000.0,738000000.0,738000000.0,5558000000.0,299900000.0,295500000.0,2.44,2.48,733000000.0,733000000.0,5000000.0,738000000.0,738000000.0,738000000.0,174000000.0,912000000.0,26000000.0,0.0,0.0,-50000000.0,50000000.0,-3000000.0,17000000.0,17000000.0,6470000000.0,6470000000.0,4946000000.0,4946000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG,2023-12-31,0.0,0.190789,0.0,0.0,738000000.0,60000000.0,962000000.0,-50000000.0,50000000.0,738000000.0,738000000.0,5558000000.0,299900000.0,295500000.0,2.44,2.48,733000000.0,733000000.0,5000000.0,738000000.0,738000000.0,738000000.0,174000000.0,912000000.0,26000000.0,0.0,0.0,-50000000.0,50000000.0,5000000.0,17000000.0,17000000.0,6470000000.0,6470000000.0,4946000000.0,4946000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWKS,2025-06-30,-93750.0,0.0625,-1500000.0,-1500000.0,105000000.0,115900000.0,118600000.0,-6600000.0,6600000.0,106406250.0,105000000.0,852900000.0,150300000.0,150000000.0,0.7,0.7,105000000.0,105000000.0,,105000000.0,105000000.0,105000000.0,7000000.0,112000000.0,6500000.0,-1500000.0,,-6600000.0,6600000.0,,200000.0,200000.0,965000000.0,965000000.0,,,236000000.0,448300000.0,234500000.0,110600000.0,8000000.0,112100000.0,288900000.0,200000.0,200000.0,199400000.0,89300000.0,401000000.0,564000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWKS,2025-03-31,-6448400.0,0.329,-19600000.0,-19600000.0,68700000.0,114200000.0,109200000.0,-6800000.0,6800000.0,81851600.0,68700000.0,836300000.0,158800000.0,158500000.0,0.43,0.43,68700000.0,68700000.0,,68700000.0,68700000.0,68700000.0,33700000.0,102400000.0,-7700000.0,-19600000.0,,-6800000.0,6800000.0,,200000.0,200000.0,953200000.0,953200000.0,,,243000000.0,447600000.0,223400000.0,97300000.0,11900000.0,116900000.0,274700000.0,200000.0,200000.0,186500000.0,88000000.0,391600000.0,561600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWKS,2024-12-31,-238400.0,0.149,-1600000.0,-1600000.0,162000000.0,116000000.0,197200000.0,-6800000.0,6800000.0,163361600.0,162000000.0,885800000.0,161400000.0,160400000.0,1.0,1.01,162000000.0,162000000.0,,162000000.0,162000000.0,162000000.0,28400000.0,190400000.0,14500000.0,-1600000.0,1600000.0,-6800000.0,6800000.0,,200000.0,200000.0,1068500000.0,1068500000.0,,,314800000.0,510800000.0,313200000.0,181100000.0,16100000.0,182700000.0,259200000.0,200000.0,200000.0,176400000.0,82600000.0,441900000.0,626600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWKS,2024-09-30,-27825000.0,0.21,-132500000.0,-132500000.0,60500000.0,115400000.0,65300000.0,-6900000.0,6900000.0,165175000.0,60500000.0,833100000.0,161400000.0,159800000.0,0.37,0.38,60500000.0,60500000.0,,60500000.0,60500000.0,60500000.0,-2100000.0,58400000.0,-126600000.0,-132500000.0,1600000.0,-6900000.0,6900000.0,,200000.0,200000.0,1025000000.0,1025000000.0,,,313200000.0,480000000.0,180700000.0,59400000.0,5900000.0,191900000.0,237900000.0,200000.0,200000.0,163600000.0,74100000.0,429800000.0,595200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWKS,2024-06-30,-149925.037481,0.093703,-1600000.0,-1600000.0,120900000.0,112300000.0,140000000.0,-6600000.0,6600000.0,122350074.962519,120900000.0,773500000.0,161400000.0,160400000.0,0.75,0.75,120900000.0,120900000.0,,120900000.0,120900000.0,120900000.0,12500000.0,133400000.0,8000000.0,-1600000.0,1600000.0,-6600000.0,6600000.0,,200000.0,200000.0,905500000.0,905500000.0,,,253900000.0,429300000.0,252300000.0,130400000.0,9600000.0,132000000.0,232100000.0,200000.0,200000.0,160700000.0,71200000.0,364100000.0,541400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWKS,2023-12-31,-149925.037481,0.093703,-1600000.0,-1600000.0,120900000.0,112300000.0,140000000.0,-6600000.0,6600000.0,122350074.962519,120900000.0,773500000.0,161400000.0,160400000.0,0.75,0.75,120900000.0,120900000.0,,120900000.0,120900000.0,120900000.0,12500000.0,133400000.0,8000000.0,-1600000.0,16200000.0,-6600000.0,6600000.0,,200000.0,200000.0,905500000.0,905500000.0,,,253900000.0,429300000.0,252300000.0,130400000.0,9600000.0,132000000.0,232100000.0,200000.0,200000.0,160700000.0,71200000.0,364100000.0,541400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBKR,2025-06-30,-532608.695652,0.088768,-6000000.0,-6000000.0,224000000.0,23000000.0,2135000000.0,-1031000000.0,1031000000.0,229467391.304348,224000000.0,375000000.0,439215686.0,439215686.0,0.51,0.51,224000000.0,224000000.0,,224000000.0,1006000000.0,1006000000.0,98000000.0,1104000000.0,41000000.0,-1000000.0,,-1031000000.0,1031000000.0,,24000000.0,,2469000000.0,2407000000.0,,,2165000000.0,280000000.0,2159000000.0,,47000000.0,2094000000.0,96000000.0,24000000.0,,,72000000.0,2190000000.0,279000000.0,-782000000.0,1000000.0,-5000000.0,72000000.0,72000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBKR,2025-03-31,1638862.559242,0.086256,19000000.0,19000000.0,213000000.0,22000000.0,2003000000.0,-948000000.0,948000000.0,195638862.559242,213000000.0,371000000.0,1595257992.0,436923077.0,0.485,0.4875,213000000.0,213000000.0,,213000000.0,964000000.0,964000000.0,91000000.0,1055000000.0,64000000.0,-1000000.0,,-948000000.0,948000000.0,,24000000.0,,2310000000.0,2232000000.0,,,2008000000.0,277000000.0,2027000000.0,,45000000.0,1939000000.0,96000000.0,24000000.0,,,72000000.0,2035000000.0,275000000.0,-751000000.0,1000000.0,20000000.0,72000000.0,72000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBKR,2024-12-31,-1297115.384615,0.068269,-19000000.0,-19000000.0,217000000.0,23000000.0,2096000000.0,-1056000000.0,1056000000.0,234702884.615385,217000000.0,346000000.0,436180905.0,434000000.0,0.4975,0.5,217000000.0,217000000.0,,217000000.0,969000000.0,969000000.0,71000000.0,1040000000.0,21000000.0,-1000000.0,,-1056000000.0,1056000000.0,,24000000.0,,2421000000.0,2340000000.0,,,2139000000.0,254000000.0,2120000000.0,,40000000.0,2075000000.0,93000000.0,24000000.0,,,69000000.0,2168000000.0,253000000.0,-752000000.0,1000000.0,-18000000.0,69000000.0,69000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBKR,2024-09-30,1485148.514851,0.082508,18000000.0,18000000.0,184000000.0,25000000.0,1995000000.0,-1086000000.0,1086000000.0,167485148.514851,184000000.0,449000000.0,440718563.0,438095238.0,0.4175,0.42,184000000.0,184000000.0,,184000000.0,834000000.0,834000000.0,75000000.0,909000000.0,49000000.0,-7000000.0,,-1086000000.0,1086000000.0,,26000000.0,,2395000000.0,2323000000.0,,,2003000000.0,262000000.0,2021000000.0,,31000000.0,1946000000.0,188000000.0,26000000.0,,,162000000.0,2134000000.0,261000000.0,-650000000.0,7000000.0,25000000.0,162000000.0,162000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBKR,2024-06-30,-1775000.0,0.080682,-22000000.0,-22000000.0,179000000.0,24000000.0,1916000000.0,-1036000000.0,1036000000.0,199225000.0,179000000.0,348000000.0,436585366.0,426190476.0,0.41,0.42,179000000.0,179000000.0,,179000000.0,809000000.0,809000000.0,71000000.0,880000000.0,-38000000.0,-2000000.0,,-1036000000.0,1036000000.0,,25000000.0,,2302000000.0,2234000000.0,,,1963000000.0,262000000.0,1941000000.0,,-16000000.0,1954000000.0,87000000.0,25000000.0,,,62000000.0,2041000000.0,261000000.0,-630000000.0,2000000.0,-20000000.0,62000000.0,62000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYB,2025-06-30,-9857142.857143,0.308036,-32000000.0,-32000000.0,154000000.0,332000000.0,342000000.0,-97000000.0,118000000.0,176142857.142857,114000000.0,7341000000.0,,,,,114000000.0,114000000.0,,114000000.0,115000000.0,155000000.0,69000000.0,224000000.0,4000000.0,-32000000.0,,-97000000.0,118000000.0,,,,7658000000.0,7511000000.0,,,706000000.0,6871000000.0,674000000.0,285000000.0,29000000.0,317000000.0,470000000.0,,,35000000.0,435000000.0,787000000.0,6871000000.0,-1000000.0,,,,,21000000.0,,-40000000.0,0.0,32000000.0,7000000.0,21000000.0,,,,,,,,,,,,,,,,,,,,,,,
LYB,2025-03-31,0.0,0.21,-32000000.0,-32000000.0,21000000.0,323000000.0,166000000.0,-77000000.0,107000000.0,21000000.0,175000000.0,7563000000.0,324000000.0,324000000.0,0.54,0.54,173000000.0,173000000.0,,175000000.0,177000000.0,23000000.0,36000000.0,59000000.0,22000000.0,-32000000.0,,-77000000.0,107000000.0,,,,7677000000.0,7546000000.0,,,489000000.0,7128000000.0,489000000.0,114000000.0,21000000.0,114000000.0,435000000.0,,,34000000.0,401000000.0,549000000.0,7128000000.0,-2000000.0,,,,,30000000.0,2000000.0,154000000.0,0.0,32000000.0,1000000.0,30000000.0,,,,,,,,,,,,,,,,,,,,,,,
LYB,2024-12-31,-287636674.259681,0.301822,-953000000.0,-953000000.0,-608000000.0,389000000.0,-762000000.0,-80000000.0,116000000.0,57363325.740319,-598000000.0,9212000000.0,324000000.0,324000000.0,0.54,0.54,-611000000.0,-611000000.0,,-598000000.0,-603000000.0,-613000000.0,-265000000.0,-878000000.0,-1083000000.0,-953000000.0,,-80000000.0,116000000.0,,,,9497000000.0,10030000000.0,,,580000000.0,8747000000.0,-373000000.0,-659000000.0,21000000.0,285000000.0,465000000.0,,,39000000.0,426000000.0,750000000.0,8747000000.0,5000000.0,,,,,36000000.0,13000000.0,10000000.0,-9000000.0,32000000.0,-151000000.0,36000000.0,,,,,,,,,,,,,,,,,,,,,,,
LYB,2024-09-30,-940000.0,0.188,-5000000.0,-5000000.0,574000000.0,381000000.0,829000000.0,-82000000.0,118000000.0,578060000.0,570000000.0,9515000000.0,326000000.0,325000000.0,1.75,1.76,574000000.0,574000000.0,,570000000.0,573000000.0,577000000.0,134000000.0,711000000.0,-14000000.0,-5000000.0,,-82000000.0,118000000.0,,,,10322000000.0,10162000000.0,,,1215000000.0,9080000000.0,1210000000.0,802000000.0,11000000.0,807000000.0,435000000.0,,,31000000.0,404000000.0,1242000000.0,9080000000.0,-3000000.0,5000000.0,,,,36000000.0,-4000000.0,-4000000.0,0.0,32000000.0,-20000000.0,36000000.0,,,,,,,,,,,,,,,,,,,,,,,
LYB,2024-06-30,0.0,0.212,0.0,0.0,924000000.0,387000000.0,1294000000.0,-83000000.0,120000000.0,924000000.0,923000000.0,9588000000.0,326000000.0,326000000.0,2.82,2.82,919000000.0,919000000.0,,923000000.0,924000000.0,925000000.0,249000000.0,1174000000.0,287000000.0,0.0,,-83000000.0,120000000.0,,,,10558000000.0,10558000000.0,,,1681000000.0,9148000000.0,1681000000.0,970000000.0,306000000.0,970000000.0,440000000.0,,,33000000.0,407000000.0,1410000000.0,9148000000.0,-1000000.0,5000000.0,,,,37000000.0,5000000.0,-1000000.0,0.0,0.0,-19000000.0,37000000.0,,,,,,,,,,,,,,,,,,,,,,,
LYB,2024-03-31,0.0,0.212,0.0,0.0,924000000.0,387000000.0,1294000000.0,-83000000.0,120000000.0,924000000.0,923000000.0,9588000000.0,326000000.0,325000000.0,1.44,1.45,919000000.0,919000000.0,,923000000.0,924000000.0,925000000.0,249000000.0,1174000000.0,287000000.0,0.0,,-83000000.0,120000000.0,,,,10558000000.0,10558000000.0,,,1681000000.0,9148000000.0,1681000000.0,970000000.0,306000000.0,970000000.0,440000000.0,,,33000000.0,407000000.0,1410000000.0,9148000000.0,-1000000.0,5000000.0,,,,37000000.0,1000000.0,-1000000.0,0.0,0.0,-19000000.0,37000000.0,,,,,,,,,,,,,,,,,,,,,,,
LYB,2023-12-31,0.0,0.212,0.0,0.0,924000000.0,387000000.0,1294000000.0,-83000000.0,120000000.0,924000000.0,923000000.0,9588000000.0,326000000.0,325000000.0,1.44,1.45,919000000.0,919000000.0,,923000000.0,924000000.0,925000000.0,249000000.0,1174000000.0,287000000.0,0.0,,-83000000.0,120000000.0,,,,10558000000.0,10558000000.0,,,1681000000.0,9148000000.0,1681000000.0,970000000.0,306000000.0,970000000.0,440000000.0,,,33000000.0,407000000.0,1410000000.0,9148000000.0,-1000000.0,5000000.0,,,,37000000.0,1000000.0,-1000000.0,0.0,241000000.0,-19000000.0,37000000.0,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2025-07-31,0.0,0.306,,,1779000000.0,113000000.0,2629000000.0,330000000.0,66000000.0,1779000000.0,1779000000.0,5069000000.0,802000000.0,798000000.0,2.22,2.23,1779000000.0,1779000000.0,,1779000000.0,1779000000.0,1779000000.0,784000000.0,2563000000.0,,,,330000000.0,66000000.0,,,,7302000000.0,7302000000.0,,,2742000000.0,3740000000.0,2742000000.0,2233000000.0,,2233000000.0,1329000000.0,,,901000000.0,428000000.0,3562000000.0,3740000000.0,,,,204000000.0,204000000.0,396000000.0,,,,,,396000000.0,224000000.0,,,,,,,,,,,,,,,,,,,,,,
AMAT,2025-04-30,0.0,0.08,,,2137000000.0,103000000.0,2390000000.0,153000000.0,68000000.0,2137000000.0,2137000000.0,4931000000.0,812000000.0,809000000.0,2.63,2.64,2137000000.0,2137000000.0,,2137000000.0,2137000000.0,2137000000.0,185000000.0,2322000000.0,,,,153000000.0,68000000.0,,,,7100000000.0,7100000000.0,,,2493000000.0,3615000000.0,2493000000.0,2169000000.0,,2169000000.0,1316000000.0,,,893000000.0,423000000.0,3485000000.0,3615000000.0,,,,207000000.0,207000000.0,221000000.0,,,,,,221000000.0,216000000.0,,,,,,,,,,,,,,,,,,,,,,
AMAT,2025-01-31,0.0,0.21,,,1185000000.0,105000000.0,2183000000.0,-56000000.0,64000000.0,1185000000.0,1185000000.0,4991000000.0,819000000.0,814000000.0,1.45,1.46,1185000000.0,1185000000.0,,1185000000.0,1185000000.0,1185000000.0,934000000.0,2119000000.0,,,,-56000000.0,64000000.0,,,,7166000000.0,7166000000.0,,,2288000000.0,3670000000.0,2288000000.0,2175000000.0,,2175000000.0,1321000000.0,,,859000000.0,462000000.0,3496000000.0,3670000000.0,,,,256000000.0,256000000.0,8000000.0,,,,,,8000000.0,206000000.0,,,,,,,,,,,,,,,,,,,,,,
AMAT,2024-10-31,0.0,0.086544,,,1731000000.0,110000000.0,1961000000.0,-151000000.0,66000000.0,1731000000.0,1731000000.0,4999000000.0,828000000.0,822000000.0,2.09,2.11,1731000000.0,1731000000.0,,1731000000.0,1731000000.0,1731000000.0,164000000.0,1895000000.0,,,,-151000000.0,66000000.0,,,,7045000000.0,7045000000.0,,,2071000000.0,3710000000.0,2071000000.0,2046000000.0,,2046000000.0,1289000000.0,,,858000000.0,431000000.0,3335000000.0,3710000000.0,,,,216000000.0,216000000.0,-85000000.0,,,,,,-85000000.0,215000000.0,,,,,,,,,,,,,,,,,,,,,,
AMAT,2024-07-31,0.0,0.130102,,,1705000000.0,95000000.0,2023000000.0,18000000.0,63000000.0,1705000000.0,1705000000.0,4836000000.0,833000000.0,826000000.0,2.05,2.06,1705000000.0,1705000000.0,,1705000000.0,1705000000.0,1705000000.0,255000000.0,1960000000.0,,,,18000000.0,63000000.0,,,,6778000000.0,6778000000.0,,,2118000000.0,3573000000.0,2118000000.0,1942000000.0,,1942000000.0,1263000000.0,,,836000000.0,427000000.0,3205000000.0,3573000000.0,,,,222000000.0,222000000.0,81000000.0,,,,,,81000000.0,205000000.0,,,,,,,,,,,,,,,,,,,,,,
PAYX,2025-05-31,0.0,0.236578,,,297200000.0,85700000.0,453000000.0,-43200000.0,63700000.0,297200000.0,297200000.0,996200000.0,,,,,297200000.0,297200000.0,,297200000.0,297200000.0,297200000.0,92100000.0,389300000.0,1400000.0,,,-43200000.0,63700000.0,,,,1427300000.0,1382100000.0,,,538700000.0,393900000.0,538700000.0,431100000.0,1400000.0,431100000.0,602300000.0,,,,602300000.0,1033400000.0,393900000.0,,,,,,20500000.0,,,,,,20500000.0,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2025-02-28,0.0,0.243,,,519300000.0,43100000.0,708400000.0,-6000000.0,22600000.0,519300000.0,519300000.0,817200000.0,362000000.0,360100000.0,1.43,1.44,519300000.0,519300000.0,,519300000.0,519300000.0,519300000.0,166500000.0,685800000.0,1400000.0,,,-6000000.0,22600000.0,,,,1509000000.0,1466100000.0,,,751500000.0,387400000.0,751500000.0,691800000.0,1400000.0,691800000.0,429800000.0,,,,429800000.0,1121600000.0,387400000.0,,,,,,16600000.0,,,,,,16600000.0,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2024-11-30,0.0,0.24,,,413400000.0,41700000.0,553200000.0,6300000.0,9500000.0,413400000.0,413400000.0,778800000.0,361700000.0,360000000.0,1.14,1.15,413400000.0,413400000.0,,413400000.0,413400000.0,413400000.0,130300000.0,543700000.0,-700000.0,,,6300000.0,9500000.0,,,,1316900000.0,1280800000.0,,,594900000.0,379100000.0,594900000.0,538100000.0,-700000.0,538100000.0,399700000.0,,,,399700000.0,937800000.0,379100000.0,,,,,,15800000.0,,,,,,15800000.0,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2024-08-31,0.0,0.233,,,427400000.0,39000000.0,566700000.0,10300000.0,9600000.0,427400000.0,427400000.0,771800000.0,361900000.0,360100000.0,1.18,1.19,427400000.0,427400000.0,,427400000.0,427400000.0,427400000.0,129700000.0,557100000.0,100000.0,,,10300000.0,9600000.0,,,,1318500000.0,1281000000.0,,,605700000.0,380000000.0,605700000.0,546700000.0,100000.0,546700000.0,391800000.0,,,,391800000.0,938500000.0,380000000.0,,,,,,19900000.0,,,,,,19900000.0,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2024-05-31,0.0,0.227532,,,379900000.0,45600000.0,501300000.0,12100000.0,9500000.0,379900000.0,379900000.0,813300000.0,361800000.0,360000000.0,1.05,1.06,379900000.0,379900000.0,,379900000.0,379900000.0,379900000.0,111900000.0,491800000.0,-2100000.0,,,12100000.0,9500000.0,,,,1295100000.0,1256900000.0,,,546900000.0,375200000.0,546900000.0,481800000.0,-2100000.0,481800000.0,438100000.0,,,,438100000.0,919900000.0,375200000.0,,,,,,21600000.0,,,,,,21600000.0,,,,,,,,,,,,,,,,,,,,,,,
PAYX,2024-02-29,0.0,0.227532,,,379900000.0,45600000.0,501300000.0,12100000.0,9500000.0,379900000.0,379900000.0,813300000.0,361700000.0,359900000.0,1.38,1.39,379900000.0,379900000.0,,379900000.0,379900000.0,379900000.0,111900000.0,491800000.0,-2100000.0,,,12100000.0,9500000.0,,,,1295100000.0,1256900000.0,,,546900000.0,375200000.0,546900000.0,481800000.0,-2100000.0,481800000.0,438100000.0,,,,438100000.0,919900000.0,375200000.0,,,,,,21600000.0,,,,,,21600000.0,,,,,,,,,,,,,,,,,,,,,,,
MCD,2025-06-30,-19976232.086683,0.212513,-94000000.0,-94000000.0,2253000000.0,544000000.0,3251000000.0,-370000000.0,390000000.0,2327023767.913317,2253000000.0,3582000000.0,717600000.0,714500000.0,3.14,3.15,2253000000.0,2253000000.0,,2253000000.0,2253000000.0,2253000000.0,608000000.0,2861000000.0,-32000000.0,-84000000.0,,-370000000.0,390000000.0,,106000000.0,,6843000000.0,6671000000.0,,,3889000000.0,2443000000.0,3795000000.0,3232000000.0,8000000.0,3261000000.0,701000000.0,106000000.0,,,595000000.0,3962000000.0,2881000000.0,,43000000.0,-10000000.0,,,20000000.0,,,7000000.0,,54000000.0,20000000.0,,654000000.0,-48000000.0,,,,,,,,,,,,,,,,,,,,
MCD,2025-03-31,-10098000.0,0.198,-51000000.0,-51000000.0,1868000000.0,520000000.0,2706000000.0,-359000000.0,376000000.0,1908902000.0,1868000000.0,3301000000.0,718200000.0,714900000.0,2.6,2.61,1868000000.0,1868000000.0,,1868000000.0,1869000000.0,1869000000.0,461000000.0,2330000000.0,34000000.0,-69000000.0,,-359000000.0,376000000.0,,107000000.0,,5955000000.0,5793000000.0,,,3277000000.0,2206000000.0,3226000000.0,2648000000.0,23000000.0,2654000000.0,682000000.0,107000000.0,,,575000000.0,3336000000.0,2619000000.0,,66000000.0,18000000.0,,,17000000.0,,,8000000.0,,62000000.0,17000000.0,,620000000.0,-11000000.0,,,,,,,,,,,,,,,,,,,,
MCD,2024-12-31,-3079196.217494,0.20528,-15000000.0,-15000000.0,2016000000.0,553000000.0,2918000000.0,-362000000.0,380000000.0,2027920803.782506,2016000000.0,3509000000.0,719700000.0,715200000.0,2.8,2.82019,2016000000.0,2016000000.0,,2016000000.0,2017000000.0,2017000000.0,521000000.0,2538000000.0,20000000.0,-25000000.0,,-362000000.0,380000000.0,,136000000.0,,6388000000.0,6269000000.0,,,3486000000.0,2292000000.0,3471000000.0,2868000000.0,21000000.0,2879000000.0,800000000.0,136000000.0,,,664000000.0,3679000000.0,2709000000.0,,66000000.0,10000000.0,,,18000000.0,,,72000000.0,,14000000.0,18000000.0,,3015000000.0,-163000000.0,,,,,,,,,,,,,,,,,,,,
MCD,2024-09-30,-20907000.0,0.207,-101000000.0,-101000000.0,2255000000.0,532000000.0,3224000000.0,-363000000.0,381000000.0,2335093000.0,2255000000.0,3645000000.0,720000000.0,716700000.0,3.13,3.15,2255000000.0,2255000000.0,,2255000000.0,2255000000.0,2255000000.0,588000000.0,2843000000.0,-22000000.0,-91000000.0,,-363000000.0,381000000.0,,111000000.0,,6874000000.0,6750000000.0,,,3857000000.0,2577000000.0,3756000000.0,3188000000.0,27000000.0,3229000000.0,647000000.0,111000000.0,,,536000000.0,3876000000.0,2998000000.0,,98000000.0,-10000000.0,,,18000000.0,,,9000000.0,,52000000.0,18000000.0,,646000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,
MCD,2024-06-30,-32334637.964775,0.208611,-155000000.0,-155000000.0,2022000000.0,502000000.0,2928000000.0,-353000000.0,373000000.0,2144665362.035225,2022000000.0,3463000000.0,722000000.0,718800000.0,2.8,2.81,2022000000.0,2022000000.0,,2022000000.0,2022000000.0,2022000000.0,533000000.0,2555000000.0,-120000000.0,-153000000.0,,-353000000.0,373000000.0,,101000000.0,,6490000000.0,6401000000.0,,,3585000000.0,2371000000.0,3430000000.0,2920000000.0,-10000000.0,3027000000.0,691000000.0,101000000.0,,,590000000.0,3718000000.0,2772000000.0,,154000000.0,-2000000.0,,,20000000.0,,,4000000.0,,45000000.0,20000000.0,,629000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,
